date,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
2021-06-21,23.6,19.2,511,28.5,1457,0,0,0,0,0,0,7.8,250,1555,4.6,270,1759,2.2,1943,270,16.6,45,1501,67,18.9,994.5,1006.8,2220,1002.2,158,1004.2,14.8,11.1,1100,3.45,25.72,0,0,0,0,0,3.3,2.4,28.1,15,26.1,25.2,24.6,24.1,23.1,20.5,19.5,14.8,13.9,5.3,7.6,0,박무,0
2021-06-22,22.8,19.7,538,28.6,1347,0,0,0,0,2.08,0,15,180,1416,7.8,200,1423,2.1,1857,50,16.3,41,1352,67.9,18.6,998.3,1010,2307,1006.4,8,1008.1,14.8,6.8,1200,2.87,20.23,0,0,0,0,0,6.8,5,25.8,15.2,25.8,25.1,24.7,24.4,23.4,20.7,19.5,14.9,14,4.1,5.8,0,비,0
2021-06-23,22.4,18.8,528,27.9,1504,5,1538,7.5,1530,0.67,7.5,11.3,360,1541,6,50,1544,2.4,2048,50,16.5,49,1401,70.5,18.8,1000.4,1012.1,2339,1008.8,1514,1010.3,14.8,7.2,1200,2.69,19.49,0,0,0,0,0,4.4,4.3,26.9,17.9,25.4,24.6,24.4,24.1,23.3,20.8,19.7,15,14,3.8,5.4,7.5,소나기,0
2021-06-24,23,18.5,443,28,1540,0,0,0,0,0,0,7.7,250,1638,4.4,270,1641,1.9,1671,50,17.2,51,1452,71.1,19.6,1001.2,1012.4,707,1009,1708,1011,14.8,5.7,1000,2.1,17.8,0,0,0,0,0,3,2.5,25.2,17,24.8,24.1,23.9,23.8,23.2,21,19.8,15,14,3.4,4.9,0,이상없음,0
2021-06-25,24.1,19.5,551,29.5,1619,0,0,0,0,0,0,7.8,290,1825,4.7,290,1830,2,1720,270,17.7,48,1501,69,20.3,1000.7,1012,636,1008.4,1617,1010.4,14.8,9.7,1300,3.29,24.74,0,0,0,0,0,4,1.9,28,17,25.9,24.9,24.3,24,23.2,21,19.9,15.1,14,4.6,6.6,4.4,박무,0
2021-06-26,22.8,19.9,557,26.7,1549,0,342,2.6,339,11.42,4.5,5.9,20,1739,3.4,360,1632,1.8,1547,50,18.7,63,1541,78.5,21.6,1000.5,1011.9,847,1009,1721,1010.3,14.8,2.3,1500,2.29,14.24,0,0,0,0,0,7.3,4,25,18.6,25.6,24.9,24.7,24.5,23.9,21.1,20,15.1,14.1,3.1,4.4,0.1,비,0
2021-06-27,24.5,19.8,447,30.8,1511,11,1832,37.7,1824,3.42,38.2,14.3,180,1837,7.8,200,1841,2,1763,50,18.6,43,1640,72.1,21.4,997.3,1009.9,1,1004.1,1711,1007,14.8,8.1,1400,3.12,22.48,0,0,0,0,0,5.4,4,27.8,18.3,25.5,24.7,24.5,24.3,23.6,21.2,20.1,15.2,14.1,4.3,6.1,38.2,소나기,0
2021-06-28,23.7,21,629,29.2,1447,0,0,0.1,0,1.67,0.1,7.7,50,1457,4.1,50,1504,1.9,1661,50,19.1,57,1450,76.4,22.1,995.4,1006.5,640,1003.3,1745,1005.1,14.8,2.2,1200,3.07,13.52,0,0,0,0,0,8.1,5.4,25,19.8,25.7,24.9,24.5,24.4,24,21.4,20.2,15.3,14.1,3,4.3,0.1,비,0
2021-06-29,23.9,21.3,442,28.4,1531,3,1631,8,1614,1.67,8,6.5,200,1154,4.1,200,1155,1.8,1517,50,19.8,56,1523,78.6,23,995.6,1007,2316,1004,1536,1005.3,14.7,4.2,1400,2.15,14.1,0,0,0,0,0,6.5,4,26.4,19.6,25.4,24.7,24.4,24.3,23.8,21.6,20.3,15.3,14.1,2.4,3.5,8,소나기,0
2021-06-30,24.3,21,405,28.8,1654,3,1209,6,1159,1.35,6,7.7,20,1154,3.6,50,1156,1.3,1134,20,20,55,1715,77.9,23.3,997.1,1008.1,904,1005.3,1722,1006.8,14.7,4,1500,2.73,16.22,0,0,0,0,0,6.1,2.1,26.3,19.3,25.7,24.9,24.5,24.3,23.8,21.6,20.4,15.4,14.1,3.4,4.8,6,박무,0
2021-07-02,27.1,23.6,538,31.8,1612,0,0,0,0,0,0,6.7,20,1519,3.5,50,1525,2.3,1984,50,19.5,47,1606,64.1,22.6,998.7,1010.3,2314,1007.1,106,1008.3,14.7,7.4,1300,3.4,22.19,0,0,0,0,0,5.8,1.9,27.2,21.2,27.6,26.7,25.9,25.4,24.4,21.8,20.6,15.5,14.2,5.2,7.4,0,이상없음,0
2021-07-03,22.6,19.6,2208,25.7,1,4,1736,13.8,1656,9.42,60,12.9,50,1815,5.9,50,1945,3.6,3097,50,18.6,62,955,80,21.5,996.3,1010,1,1000.8,2343,1006.1,14.7,0.9,900,1.87,7.51,0,0,0,0,0,8.5,4,23.5,19.3,25.3,24.9,25.2,25.4,24.9,22,20.7,15.6,14.2,1.6,2.3,78.5,비,0
2021-07-04,21.4,19.8,1,23.1,1500,1,56,5.3,45,18.33,21.4,8.8,180,2214,4.9,200,1709,2.3,1988,70,20.8,91,2145,96.8,24.6,994.4,1009.8,2345,999.1,147,1004.2,14.7,0,1200,0.36,2.69,0,0,0,0,0,9.9,8.6,22.2,19.6,23.3,22.8,22.9,23.5,23.8,22.7,21.7,15.9,14.2,0.8,1.2,2.9,박무,0
2021-07-05,23.3,20.1,328,26.9,1444,0,0,0,0,0,0,5.9,230,23,3.5,200,31,1.4,1182,290,19.5,64,1427,80.3,22.7,999.8,1011,901,1008,1908,1009.6,14.7,0.9,1400,2.05,12.59,0,0,0,0,0,8.9,5.6,24.6,19.5,24.6,23.7,23.3,23.3,23.2,22.5,22,16.8,14.3,2.5,3.6,0,햇무리,0
2021-07-06,25.3,21,450,30.1,1437,0,0,0,0,0,0,5.5,250,1437,3.7,250,1458,1.6,1415,50,19.9,54,1347,73.4,23.3,997.2,1008.4,1,1005.4,1344,1006.9,14.7,4.3,1200,2.97,19.15,0,0,0,0,0,7,1.8,26.8,18,26.1,25.2,24.5,24.1,23.5,22.3,21.9,16.7,14.3,3.7,5.3,0,박무,0
2021-07-07,26.4,23.9,419,29.1,1441,8,2057,12.4,2025,4.67,12.7,5.4,160,1528,3.3,140,957,1.5,1338,290,22.2,65,1340,78.5,26.8,997.1,1008.5,920,1004.5,1855,1006.8,14.6,1.1,1000,2.11,11.81,0,0,0,0,0,9.4,7.3,26.6,21.5,26.8,26,25.4,25,24.2,22.2,21.7,16.5,14.3,2.3,3.2,15.6,박무,0
2021-07-08,26,23.8,520,29.8,1451,1,27,2.7,2,2,2.9,7.5,270,1744,4.7,250,1831,2,1697,270,22.4,66,1443,81.6,27.1,995.2,1006.3,947,1002.9,1703,1004.8,14.6,2.9,1000,2.72,14.1,0,0,0,0,0,7.1,6.9,27,21.7,27.4,26.5,25.9,25.4,24.6,22.3,21.6,16.5,14.4,2.9,4.1,0,비,0
2021-07-09,25.5,23.6,335,29.2,1530,0,0,0,0,0.25,0,7.1,250,1635,4.2,230,1826,1.9,1649,270,21.1,62,1536,77.3,25,995.5,1007.1,2357,1003.3,1513,1005.1,14.6,3.8,1400,2.36,14.49,0,0,0,0,0,6.5,6,27,21.7,27.2,26.4,26,25.7,24.9,22.5,21.6,16.4,14.4,2.9,4.1,0.3,비,0
2021-07-10,25.9,23.1,631,29.2,1340,0,0,0.2,0,2.8,0.5,9.9,270,1418,5.4,230,1442,2.4,2060,200,22.1,60,1343,80.4,26.6,997.5,1009.2,2231,1006.1,314,1007.2,14.6,4.2,1200,2.81,17.4,0,0,0,0,0,7.4,6.4,26.9,22,27.6,26.8,26.2,25.8,24.9,22.6,21.6,16.4,14.4,3.5,5,0.6,비,0
2021-07-11,25.7,24.1,700,27.5,1552,0,640,0.4,612,5.17,0.4,8.2,230,1234,4.8,230,1242,2.2,1916,200,23.2,81,1355,86.8,28.5,999.9,1010.7,1035,1008.7,414,1009.7,14.6,0.1,1300,1.2,7.53,0,0,0,0,0,7.8,6.8,26.3,22.2,27.3,26.6,26.3,26,25.2,22.7,21.7,16.4,14.5,1.8,2.5,0,박무,0
2021-07-12,28.1,23.8,557,32.5,1604,0,0,0,0,0,0,5.4,160,1704,3.1,160,1906,1.6,1366,50,23,58,1612,75.1,28.2,1000,1011.3,750,1007.8,1828,1009.6,14.6,4.9,1300,3.32,19.1,0,0,0,0,0,6.6,4.1,29,21.7,28.4,27.4,26.5,26,25.1,22.8,21.8,16.5,14.5,3.7,5.4,0,이상없음,0
2021-07-13,28.8,26.3,429,31.5,1431,0,0,0,0,0,0,5.9,160,1003,3.7,290,1641,1.7,1432,50,24,62,1435,76.1,29.9,999.8,1010.6,2255,1008.6,1542,1009.4,14.6,1.4,1100,1.71,11.59,0,0,0,0,0,6.8,4.8,28.5,23.6,28.8,28,27.4,26.9,25.8,22.9,21.8,16.5,14.5,2.8,4,0,박무,0
2021-07-14,29.7,26.1,447,33.5,1508,0,0,0,0,0,0,7.6,200,1231,4.2,160,1055,2.2,1905,200,23.7,56,1537,71.4,29.4,1002.1,1013.5,2400,1010.3,1827,1011.7,14.5,7.1,1200,3.28,22.48,0,0,0,0,0,7,2,30.6,22.8,29.8,28.8,27.8,27.2,26,23.1,21.9,16.5,14.6,4.8,6.8,0,이상없음,0
2021-07-15,29.1,25.9,2344,34.5,1347,0,0,0,0,2.07,0,9.4,50,1800,4.6,250,1444,2.1,1789,50,23.1,51,1310,71.1,28.3,1004.5,1015.6,2233,1012.9,1545,1014.2,14.5,8.7,1200,2.93,22.77,0,0,0,0,0,5.1,3.9,31.8,22.9,30.4,29.4,28.6,27.9,26.6,23.3,22,16.6,14.6,4.8,6.9,0,소나기,0
2021-07-16,28.8,24.2,508,35.2,1538,0,0,0,0,0,0,16.5,360,1848,7.4,50,1855,2.2,1888,50,22,44,1554,68.4,26.6,1004.3,1016.2,710,1010.8,1758,1014,14.5,10.5,1100,3.36,26.76,0,0,0,0,0,3.5,2.9,32.5,21.6,30.4,29.5,28.8,28.2,26.9,23.5,22.1,16.6,14.6,5.8,8.3,0,이상없음,0
2021-07-17,29.1,24.7,521,32.8,1557,0,0,0,0,0.17,0,8.5,90,1159,4.2,160,1350,2.3,1959,50,21,50,1338,63.1,24.9,1002.1,1013.8,1,1009.3,1742,1011.7,14.5,8.9,1300,3.19,22.58,0,0,0,0,0,4.8,3.1,32.4,21.6,30.4,29.5,28.9,28.4,27.3,23.8,22.2,16.7,14.7,5.1,7.4,0,소나기,0
2021-07-18,29.6,25.7,551,34.1,1546,0,0,0,0,0,0,7.6,160,2213,4.2,160,2217,2.1,1814,110,21.3,46,1552,62.5,25.4,1001.4,1012.2,2334,1009.1,1704,1011,14.5,8.4,1400,2.94,23.37,0,0,0,0,0,5.6,3.5,33.1,22.5,30.6,29.7,29,28.5,27.3,24,22.4,16.7,14.7,5.1,7.3,0,이상없음,0
2021-07-19,26.4,24,1532,30.5,1134,26,1435,65.7,1406,5,67.4,8.5,290,1523,4.9,340,1439,1.9,1642,50,22.4,61,1045,80.1,27.1,1003.4,1014.6,2353,1011.6,127,1013.2,14.4,3.1,900,1.89,10.07,0,0,0,0,0,6.9,5.3,28,21.9,27.4,27.9,27.5,27.7,27.5,24.2,22.5,16.8,14.7,2.1,3.1,67.4,소나기,0
2021-07-20,27.9,23.6,532,31.8,1159,0,0,0,0,0.83,0,6,230,1648,3.6,250,1651,1.5,1300,50,23,58,1205,75.8,28,1004.4,1015.4,732,1012.7,1709,1014.1,14.4,3.4,1100,2.77,14.62,0,0,0,0,0,7.6,1.6,28.9,21.2,28.1,27.4,27.1,27,26.3,25.4,23.6,17.1,14.8,3.2,4.5,0,햇무리,0
2021-07-21,30.5,25.3,556,35.3,1654,0,0,0,0,0,0,6,110,1406,3,140,1758,1.7,1431,50,22.3,40,1710,64,27,1002.9,1014.3,650,1010,1717,1012.4,14.4,11.3,1200,2.76,24.1,0,0,0,0,0,3.5,0.9,30.5,22,29.5,28.7,28,27.5,26.6,24.9,23.6,17.3,14.8,5.3,7.5,0,이상없음,0
2021-07-22,31.2,26.5,621,35.9,1615,0,0,0,0,0,0,6.7,180,1100,3.7,50,1103,2,1733,50,21.9,37,1412,59.8,26.4,1000.9,1012.3,22,1008.4,1824,1010.4,14.4,11.4,1200,3.59,27.69,0,0,0,0,0,4,0.4,31.4,22.8,30.5,29.6,28.9,28.3,27.1,24.8,23.6,17.3,14.8,6.2,8.9,0,이상없음,0
2021-07-23,31.2,27.2,541,35.8,1604,0,0,0,0,0,0,6.2,110,1410,3.6,160,1418,1.8,1531,70,22.7,42,1539,61.8,27.6,999.3,1010.7,645,1006.7,1600,1008.8,14.3,12.4,1300,3.43,26.91,0,0,0,0,0,2.3,1.1,32.2,22.7,31.3,30.4,29.6,29,27.7,24.8,23.5,17.3,14.9,6,8.6,0,이상없음,0
2021-07-24,31.7,26.9,548,36.5,1508,0,0,0,0,0,0,7,160,1407,4.2,160,1407,1.7,1488,140,21.7,37,1509,57.4,26.1,998.2,1009.4,712,1005.9,1606,1007.7,14.3,12.3,1300,3.46,27.78,0,0,0,0,0,3,0.5,32.6,23,31.8,30.8,30,29.4,28.1,25,23.6,17.3,14.9,6.3,9,0,이상없음,0
2021-07-25,31.5,27.2,542,35.9,1547,0,0,0,0,0,0,8.8,140,1036,4.4,160,1141,2,1746,140,21.3,40,1252,55.8,25.3,996.5,1007.7,602,1003.9,1831,1006,14.3,13,1200,3.48,27.63,0,0,0,0,0,4.9,1.6,34.2,22.3,31.9,31,30.3,29.7,28.4,25.1,23.6,17.4,14.9,6.5,9.3,0,이상없음,0
2021-07-26,31.2,27.4,608,35.4,1521,0,0,0,0,0,0,7.3,110,1138,4.3,160,1608,2.4,2047,90,20.8,40,1431,54.9,24.5,994.6,1005.9,1,1002.2,1725,1004,14.3,13.2,1200,3.58,29.3,0,0,0,0,0,1.6,0.9,35.3,24.4,32.3,31.3,30.5,29.9,28.6,25.3,23.7,17.4,15,7,9.9,0,이상없음,0
2021-07-27,31.1,27.8,601,35.7,1520,0,0,0,0,0,0,7.8,290,1756,4.6,250,1657,2.1,1797,50,22.4,43,1542,60.5,27.1,992.9,1004,1,1000.2,1604,1002.3,14.2,7.3,1100,2.22,17.22,0,0,0,0,0,3.9,3.9,33.3,24.8,31.4,30.8,30.3,29.9,28.9,25.5,23.8,17.5,15,4.3,6.1,0,이상없음,0
2021-07-28,30.4,27.1,600,34.7,1456,0,0,0,0,1.33,0,7.2,270,1643,4.9,250,1645,1.9,1613,50,23.4,52,1459,67.4,28.8,992.5,1003.5,653,1000.4,1603,1002,14.2,6.5,1100,2.89,16.37,0,0,0,0,0,3.8,2.5,33.5,24.9,31.1,30.4,29.9,29.6,28.7,25.7,24,17.5,15,3.5,5,0,소나기,0
2021-07-29,29.6,27,529,33.3,1303,0,0,0,0,0,0,6.8,290,1658,3.9,270,1701,2,1705,270,23.3,57,1422,69.9,28.6,991.9,1003.1,801,999.9,1625,1001.4,14.2,2.2,1200,2.35,14.86,0,0,0,0,0,6.8,2,31.3,24,30.8,30,29.5,29.3,28.6,25.8,24.1,17.6,15.1,3.7,5.3,0,이상없음,0
2021-07-30,30.5,25.8,559,35.4,1406,0,0,0,0,0,0,7.6,110,1449,4.1,140,1449,2.1,1784,140,22.3,44,1503,63.1,26.9,990.5,1001.5,410,997.8,1702,999.9,14.2,7.7,1200,3.41,21.86,0,0,0,0,0,6.5,5,33.5,22.5,31.2,30.2,29.6,29.2,28.4,25.8,24.2,17.6,15.1,5,7.2,3,이상없음,0
2021-07-31,29.8,26.8,538,34.3,1457,2,251,2.4,201,2.75,3,6.9,180,1509,4.3,270,1855,2.5,2156,200,23.4,52,1557,69.9,28.8,990.6,1001.1,654,998.5,1611,1000.1,14.1,7.7,1300,3.27,21.19,0,0,0,0,0,6.9,4.4,31.6,25,31.6,30.7,30,29.5,28.7,25.9,24.3,17.7,15.2,4.6,6.5,0,비,0
2021-08-01,27.1,25.1,2345,28.8,1237,7,1917,8.7,1909,13.42,21,8.3,140,1923,4.7,160,1924,1.3,1126,360,23.6,71,1,81.8,29.2,991,1001.9,2231,998.7,1529,1000.5,14.1,0,1100,1.31,6.56,0,0,0,0,0,9.8,5.3,28.3,24.2,29.3,29,29.1,29.1,28.7,26,24.4,17.8,15.2,1.3,1.9,22.7,비,0
2021-08-02,26.5,25,17,28.6,1725,0,752,1.4,743,6.92,1.7,5.6,200,946,3.4,200,955,1.6,1362,200,23.2,69,1703,82.6,28.4,993.6,1005.7,2350,1000.9,146,1003.2,14.1,0.6,1400,1.37,8.42,0,0,0,0,0,9,6.6,27.8,23.6,28.7,28.1,28.1,28.2,28.1,26,24.5,17.9,15.2,2,2.9,0,비,0
2021-08-03,28,24.1,538,31.4,1441,0,0,0,0,0.35,0,9.7,160,1556,5.5,160,1559,1.8,1512,50,23.4,60,1722,76.9,28.8,997.7,1009.2,2338,1005.4,52,1007.3,14,4.3,1400,2.02,13.25,0,0,0,0,0,6.1,4.8,29,22.3,28.8,28.2,27.9,27.9,27.7,26,24.6,17.9,15.3,2.8,4,0,소나기,0
2021-08-04,28.9,26.3,532,33.2,1426,0,0,0,0,0,0,7.6,250,1849,4.3,180,1453,2,1743,200,22.8,51,1445,70.6,27.7,998.8,1009.7,727,1006.6,1551,1008.4,14,6.1,1300,2.82,19.55,0,0,0,0,0,5.9,2,29.9,23.3,30,29.2,28.6,28.3,27.7,25.9,24.6,18,15.3,4.4,6.4,0,이상없음,0
2021-08-05,29.4,25.6,407,33.7,1511,0,0,0,0,0,0,7.1,290,1827,4.1,290,1655,2.1,1775,270,22.6,53,1454,68.1,27.5,996.4,1008.4,1,1003.8,1723,1005.9,14,8.9,1200,2.66,20.51,0,0,0,0,0,4.6,4.4,30.7,22.5,30,29.3,28.9,28.6,28,25.9,24.7,18.1,15.3,4.5,6.4,0,이상없음,0
2021-08-06,28.1,26,2332,32.2,1304,0,0,0,0,0,0,16.4,290,1424,8.3,320,1427,2.1,1842,50,21.5,57,1157,68.4,25.7,994,1005.2,1,1001,1905,1003.6,13.9,6.3,1400,2.91,18.13,0,0,0,0,0,7.4,3.5,33.8,23.3,29.7,29.2,28.9,28.7,28.1,25.9,24.7,18.2,15.4,4,5.7,0,이상없음,0
2021-08-07,28,23.4,547,32.3,1616,0,0,0,0,0,0,6.5,290,1533,4,340,1756,2.1,1792,270,20.4,48,1755,65,24,993.5,1004,814,1001.4,1735,1003.1,13.9,11.3,1400,2.86,23.48,0,0,0,0,0,3.3,0.3,35.3,19.2,29.6,29,28.6,28.5,28,26,24.7,18.2,15.4,4.8,6.8,0,이상없음,0
2021-08-08,26.8,24.4,607,32.1,1324,7,1529,11.6,1522,4.58,12.7,9.5,50,1608,4.3,50,2246,1.7,1506,50,21.7,57,1326,74.8,26.1,993.4,1004,745,1001.7,1458,1003,13.9,2,1000,2.35,11.91,0,0,0,0,0,8.1,2.3,28.9,20.4,28.9,28.4,28.3,28.4,28,26,24.8,18.3,15.5,2.9,4.2,12.7,소나기,0
2021-08-09,28.3,23.3,455,33.6,1530,0,0,0,0,0,0,8.3,20,1921,4.8,340,1714,2.3,2018,50,20,42,1509,62.4,23.4,993.6,1005.5,2357,1001.4,1546,1003.1,13.8,8.6,1200,3.3,24.73,0,0,0,0,0,5.6,5.3,31.7,19.9,28.7,28.1,27.8,27.8,27.5,26,24.8,18.4,15.5,5.8,8.4,0,이상없음,0
2021-08-10,27.7,24.3,549,32.2,1528,0,0,0,0,0,0,8.7,200,1431,4.4,200,1436,2.3,2025,70,19.7,46,1555,62.5,22.9,997.5,1009.6,2304,1005.4,1,1007.1,13.8,8.5,1400,2.53,20.07,0,0,0,0,0,4.5,2.5,31.1,21.2,29.1,28.5,28.2,28.1,27.7,25.9,24.8,18.5,15.5,4.1,5.9,0,이상없음,0
2021-08-11,27.4,24.1,630,31.6,1624,0,0,0,0,1.25,0,6.4,320,2054,3.9,320,2054,2,1768,50,21.3,49,1630,70.3,25.4,1000.1,1011.5,1022,1008.1,1729,1009.8,13.8,5.3,1100,2.29,16.55,0,0,0,0,0,5.8,2.4,31.5,20.6,28.8,28.2,28,28,27.6,25.9,24.9,18.5,15.6,3.8,5.5,0,비,0
2021-08-12,26.8,24,2305,31.7,1432,0,0,0,0,1.08,0,12.9,110,1748,4.6,110,1751,1.8,1559,50,19.9,52,1759,67.1,23.3,999.6,1011,823,1007.5,1559,1009.2,13.7,4.4,1100,2.76,14.8,0,0,0,0,0,5.9,2.1,29.6,20,28.7,28.1,28,27.9,27.5,25.9,24.9,18.6,15.6,3.3,4.7,0,비,0
2021-08-13,26.6,23.4,201,30.1,1620,0,0,0,0,0,0,6.4,70,1431,3.5,50,1432,2,1715,50,20.6,57,1501,70.4,24.2,996.7,1008.1,119,1004.5,1741,1006.3,13.7,1.7,1400,1.83,12.03,0,0,0,0,0,8,0.3,28.8,19.7,27.9,27.4,27.4,27.5,27.4,25.8,24.9,18.7,15.7,2.9,4.1,0,이상없음,0
2021-08-14,26.1,23.4,603,30.5,1449,0,0,0,0,0,0,10.2,50,2036,4.8,50,2039,3,2576,50,18.5,51,1427,63.9,21.4,998.3,1011.4,2345,1005.7,230,1007.9,13.7,4.5,1300,2.5,15.6,0,0,0,0,0,6.5,2.1,29.6,21.1,27.9,27.4,27.2,27.4,27.1,25.8,24.9,18.7,15.7,4.3,6.1,0,이상없음,0
2021-08-15,26.9,21.7,457,32.4,1614,0,0,0,0,0,0,7,70,1252,3.7,50,1255,2.3,1984,50,18,41,1638,59.6,20.7,1003.6,1015.1,2354,1011.3,13,1013.4,13.6,10.2,1300,3.24,23.31,0,0,0,0,0,1.8,1.8,30.6,18.8,28.3,27.6,27.3,27.2,27,25.7,24.9,18.8,15.7,5.3,7.6,0,이상없음,0
2021-08-16,27.3,22.5,611,32.8,1627,0,0,0,0,0.92,0,6.9,70,449,3.7,160,1825,2.3,2007,50,18.8,39,1603,61.1,21.7,1004,1016.1,647,1011.2,1617,1013.7,13.6,10.4,1200,3.1,23.19,0,0,0,0,0,3.8,2.9,33.6,20.5,28.9,28.2,27.8,27.6,27.2,25.7,24.9,18.8,15.8,5.2,7.4,0,소나기,0
2021-08-17,25.9,21.9,2357,31.3,1347,1,1957,5.3,1944,4.67,9.3,9.6,110,1731,4.6,70,1722,2.4,2107,50,18.3,46,1411,65,21.1,1000.2,1013.2,2,1006.6,1702,1009.9,13.5,5.8,1100,3.14,17.49,0,0,0,0,0,5.5,4.4,30.6,20.3,28.5,28.1,27.9,27.8,27.4,25.7,24.9,18.9,15.8,3.7,5.3,13.8,소나기,0
2021-08-18,24.3,20.6,806,31,1511,1,742,2.9,713,3.97,5.6,9.7,70,1835,5.4,50,1838,2.8,2452,50,18,48,1502,69.6,20.7,1000.4,1012,934,1008.2,1551,1010.2,13.5,5.8,1200,3.33,17.87,0,0,0,0,0,5.3,3.9,25.1,18.7,26.9,26.5,26.7,27,27.2,25.7,24.9,19,15.9,4.5,6.4,1.1,비,0
2021-08-19,26,21,429,31.5,1533,0,0,0,0,0,0,8.6,110,1911,4,50,417,2.6,2231,50,16.6,42,1519,57.1,18.8,1001.6,1012.4,1040,1009.8,1521,1011.3,13.5,8.6,1100,3.1,20.95,0,0,0,0,0,4,3.8,29.1,18.4,26.8,26.3,26.3,26.5,26.7,25.7,24.9,19,15.9,4.9,7,0,이상없음,0
2021-08-20,26.6,22.6,609,30.7,1641,0,0,0,0,0.58,0,10.3,160,2303,5.1,140,2308,2.3,1997,50,18.9,50,1631,63.6,21.9,1001.4,1012.6,636,1009.1,1724,1011,13.5,5.5,1000,2.64,17.21,0,0,0,0,0,6.9,4.1,28.9,20.5,27.5,27,26.8,26.9,26.6,25.6,24.9,19.1,15.9,3.7,5.3,0.8,소나기,0
2021-08-21,23.8,21,1312,25.5,1600,11,1252,27.9,1219,11.33,62.8,11.4,290,1254,6.7,290,1302,2.7,2323,50,21.5,76,552,88.1,25.7,993.1,1009.8,1,996.8,1237,1002.8,13.4,1,1400,2.45,6.31,0,0,0,0,0,8.8,5.8,25.7,20.7,25.9,25.6,25.9,26.4,26.8,25.5,24.9,19.1,16,1.3,1.9,62,비,0.27
2021-08-22,24.4,22.4,524,27,1319,0,0,0,0,1,0,8.3,230,1200,4.4,230,1020,2.1,1824,250,20.9,63,1327,81.5,24.7,998.3,1010.5,2357,1004.9,1,1008,13.4,0.7,1200,2.03,8.64,0,0,0,0,0,8.6,3.5,24.7,19.3,25.9,25.4,25.2,25.6,25.8,25.5,24.9,19.2,16,1.9,2.7,0,비,0
2021-08-23,22.4,21,2132,24,1124,0,1849,2,1823,11.33,7.4,7.9,90,1940,3.3,90,1837,2,1752,50,20.5,78,1135,89.3,24.1,998.7,1011,208,1003.3,2347,1008.4,13.3,0,1100,0.52,3.81,0,0,0,0,0,9.5,4.9,22.9,18.8,24.9,24.6,24.8,25.3,25.7,25.3,24.9,19.2,16.1,0.9,1.3,8.2,박무,0
2021-08-24,23.4,21.1,1,26.4,1524,1,1336,2.8,1215,12.58,10.5,10.5,200,1907,6.1,200,1733,2.9,2529,50,22.3,89,109,93.6,27,989.8,1004.1,2400,996.5,1302,999.5,13.3,0,1000,0.79,4.58,0,0,0,0,0,10,7.3,24,20.4,24.7,24.3,24.3,24.7,25.2,25.1,24.8,19.3,16.1,1,1.4,10,비,0
2021-08-25,25,23.5,603,27.3,1502,0,0,0.3,150,4.25,0.3,6.8,140,1207,3.8,160,1729,1.8,1548,160,22.2,73,1529,85.5,26.8,996.4,1009.1,2358,1003.9,119,1006,13.3,0.7,1400,1.75,8.96,0,0,0,0,0,8.4,5.4,26.7,20,25.9,25.3,25,25,25.1,24.9,24.7,19.3,16.2,1.9,2.7,0,비,0
2021-08-26,25.5,22.9,523,27.9,1442,0,1526,0.7,1520,1.17,0.7,8.7,180,1610,5,180,1401,2.5,2118,230,22.7,75,1440,84.9,27.6,1001.8,1012.8,2005,1008.9,20,1011.5,13.2,0.2,1400,1.36,8.07,0,0,0,0,0,8.1,5.1,25.9,20.4,26.2,25.5,25.3,25.4,25.3,24.8,24.7,19.4,16.2,1.7,2.5,0.8,비,0
2021-08-27,22.4,20.4,2317,25.5,1,0,1400,0.7,1318,10.38,0.9,4.9,250,826,3.2,250,827,1.3,1111,290,19.4,67,836,83.5,22.6,1003.2,1014.4,2343,1011.7,1530,1013.1,13.2,0,1200,0.44,3.01,0,0,0,0,0,9.1,4,23.1,17.6,25.3,25,25.1,25.4,25.5,24.8,24.6,19.4,16.2,0.9,1.3,0.8,박무,0
2021-08-28,23.6,19.7,615,28.2,1443,0,0,0,0,0,0,7.3,270,1620,3.9,270,1628,1.8,1568,270,19.8,57,1506,80.4,23.1,1004.2,1015.5,652,1012.7,1833,1014,13.1,3.8,1100,2.61,15.44,0,0,0,0,0,8.4,4.1,25.1,17.1,25.3,24.7,24.5,24.7,25,24.7,24.6,19.4,16.3,2.9,4.1,0.9,박무,0
